unique_id	gene	category	length	cluster	msa_depth	plddt_mean	frac_plddt70	frac_plddt90	ptm	n_res
B061347	ENSG00000197798	NNC	277	B061347	762	75.91	0.6823	0.3141	0.7	277
B061350	ENSG00000081760	NNC	277	B061350	10783	85.88	0.8700	0.7148	0.803	277
B061367	ENSG00000184117	NNC	277	B061367	2475	63.77	0.5379	0.3213	0.604	277
B061376	ENSG00000090530	NNC	277	B061376	7307	90.03	0.9061	0.7726	0.868	277
B061400	ENSG00000174106	NNC	277	B061400	2190	53.56	0.1552	0.0866	0.262	277
B061409	ENSG00000100764	NNC	277	B064479	19796	77.94	0.8087	0.0325	0.723	277
B061411	ENSG00000103067	NNC	277	B061411	6081	73.27	0.6282	0.3791	0.624	277
B061416	ENSG00000006740	NNC	277	B061416	372	50.15	0.0722	0.0000	0.134	277
B061425	ENSG00000100997	NNC	277	B062949	7493	70.45	0.6137	0.3394	0.72	277
B061427	ENSG00000183741	NNC	277	B073938	12289	59.66	0.2563	0.1408	0.323	277
B061439	ENSG00000169093	NNC	277	B061439	8509	92.46	0.9892	0.7798	0.896	277
B061453	ENSG00000204673	FSM	276	B068380	645	64.13	0.3841	0.1413	0.314	276
B061454	ENSG00000115446	FSM	276	B067393	2780	75.75	0.7101	0.2391	0.73	276
B061463	ENSG00000080822	FSM	276	B061463	639	82.76	0.7971	0.4493	0.77	276
B061488	ENSG00000137504	FSM	276	B066703	1418	61.80	0.4130	0.1341	0.353	276
B061491	ENSG00000168904	NIC	276	B069235	10504	83.90	0.8225	0.7319	0.802	276
B061498	ENSG00000159842	NIC	276	B061498	11811	77.99	0.6848	0.5471	0.675	276
B061508	ENSG00000189362	NIC	276	B061508	2082	78.02	0.7319	0.0870	0.48	276
B061512	ENSG00000184470	NIC	276	B061512	13002	95.04	0.9891	0.9384	0.888	276
B061527	ENSG00000162813	NIC	276	B057073	4929	94.89	0.9891	0.8841	0.926	276
B061532	ENSG00000047249	NIC	276	B061532	3135	88.63	0.9130	0.7283	0.722	276
B061534	ENSG00000014164	NIC	276	B061534	615	49.53	0.0072	0.0000	0.131	276
B061538	ENSG00000136750	NIC	276	B061538	12739	95.32	1.0000	0.8804	0.884	276
B061550	ENSG00000047578	NIC	276	B061550	877	60.32	0.2428	0.0942	0.276	276
B061555	ENSG00000176890	NIC	276	B061555	14707	87.17	0.8297	0.6957	0.833	276
B061556	ENSG00000167315	NIC	276	B046550	20472	95.55	1.0000	0.9348	0.911	276
B061561	ENSG00000068654	NIC	276	B072255	8826	77.73	0.7790	0.4601	0.622	276
B061566	ENSG00000090530	NIC	276	B061566	2356	65.06	0.5725	0.2246	0.497	276
B061576	ENSG00000182378	NIC	276	B069694	3434	79.66	0.7464	0.4891	0.786	276
B061582	ENSG00000013573	NNC	276	B061582	7891	66.97	0.5797	0.0870	0.57	276
B061601	ENSG00000140995	NNC	276	B061601	3292	81.47	0.7645	0.7355	0.722	276
B061604	ENSG00000160606	NNC	276	B061604	1562	68.40	0.5833	0.0435	0.616	276
B061623	ENSG00000182973	NNC	276	B061847	15085	74.38	0.6775	0.3261	0.654	276
B061627	ENSG00000143190	NNC	276	B061627	849	47.10	0.0362	0.0000	0.201	276
B061635	ENSG00000145736	NNC	276	B061635	4439	83.93	0.8442	0.4928	0.666	276
B061638	ENSG00000031003	NNC	276	B069070	2297	73.48	0.6268	0.3587	0.371	276
B061649	ENSG00000165591	NNC	276	B061649	12934	88.39	0.9167	0.5942	0.799	276
B061658	ENSG00000137842	NNC	276	B061658	3081	79.88	0.7464	0.3043	0.471	276
B061680	ENSG00000124615	NNC	276	B061680	18998	83.89	0.8043	0.6594	0.758	276
B061684	ENSG00000106692	NNC	276	B061684	528	74.60	0.6594	0.4891	0.742	276
B061686	ENSG00000134575	NNC	276	B061686	9620	86.03	0.8587	0.5870	0.682	276
B061688	ENSG00000197798	FSM	275	B061688	1181	70.34	0.5673	0.1236	0.654	275
B061691	ENSG00000111652	FSM	275	B072200	3363	84.02	0.7964	0.7345	0.694	275
B061695	ENSG00000167612	FSM	275	B060503	1243	64.44	0.5455	0.0618	0.432	275
B061699	ENSG00000258986	FSM	275	B073107	922	81.31	0.7345	0.4327	0.699	275
B061701	ENSG00000102978	FSM	275	B072245	7911	87.25	0.9091	0.6000	0.772	275
B061705	ENSG00000186812	FSM	275	B064661	8120	55.35	0.3236	0.2073	0.42	275
B061707	ENSG00000104960	FSM	275	B074920	1253	79.62	0.7964	0.2727	0.583	275
B061716	ENSG00000120254	FSM	275	B061716	5685	73.05	0.6727	0.4255	0.666	275
B061721	ENSG00000107371	FSM	275	B073947	3046	75.41	0.8036	0.1600	0.677	275
B061726	ENSG00000066697	FSM	275	B061726	1300	68.63	0.5236	0.3891	0.351	275
B061728	ENSG00000167112	FSM	275	B074879	3158	83.83	0.8400	0.6255	0.742	275
B061739	ENSG00000112146	FSM	275	B061739	7051	66.75	0.5164	0.0800	0.422	275
B061754	ENSG00000198720	NIC	275	B066997	2698	69.05	0.5964	0.1709	0.38	275
B061762	ENSG00000116455	NIC	275	B061762	6963	89.51	0.8945	0.7491	0.859	275
B061765	ENSG00000144445	NIC	275	B071505	1866	57.61	0.2764	0.0691	0.279	275
B061768	ENSG00000159079	NIC	275	B066207	2080	79.85	0.8109	0.3782	0.701	275
B061770	ENSG00000100038	NIC	275	B075937	7297	82.67	0.8182	0.5236	0.555	275
B061772	ENSG00000182973	NIC	275	B069941	1130	77.44	0.6800	0.5527	0.704	275
B061778	ENSG00000163435	NIC	275	B075841	5820	65.67	0.4364	0.2400	0.411	275
B061779	ENSG00000050748	NIC	275	B063429	18673	81.03	0.8073	0.4545	0.766	275
B061786	ENSG00000104756	NIC	275	B063700	9020	91.49	0.9455	0.7673	0.74	275
B061787	ENSG00000162852	NIC	275	B061787	620	55.50	0.1273	0.0545	0.209	275
B061798	ENSG00000110756	NIC	275	B061798	668	83.60	0.8545	0.4255	0.611	275
B061800	ENSG00000136153	NIC	275	B061800	7550	61.19	0.3745	0.2327	0.403	275
B061802	ENSG00000005187	NIC	275	B061802	15215	89.35	0.9527	0.5927	0.789	275
B061812	ENSG00000153975	NIC	275	B061812	7724	63.07	0.5709	0.0509	0.332	275
B061814	ENSG00000044459	NIC	275	B063603	717	90.95	0.9527	0.7164	0.546	275
B061822	ENSG00000168000	NIC	275	B074832	1434	61.97	0.4509	0.1382	0.431	275
B061824	ENSG00000111647	NNC	275	B061824	1048	74.93	0.6836	0.4327	0.561	275
B061843	ENSG00000128654	NNC	275	B068802	2188	87.84	0.8691	0.8145	0.834	275
B061860	ENSG00000143801	NNC	275	B061860	3104	67.24	0.6000	0.0109	0.527	275
B061880	ENSG00000175104	NNC	275	B071935	22837	70.75	0.5782	0.5018	0.542	275
B061883	ENSG00000151503	NNC	275	B061883	1232	59.38	0.3382	0.1345	0.251	275
B061899	ENSG00000100109	NNC	275	B061899	10873	61.67	0.3855	0.0000	0.262	275
B061914	ENSG00000152465	NNC	275	B061914	4143	84.56	0.8727	0.5636	0.818	275
B061919	ENSG00000170581	FSM	274	B048422	2750	64.02	0.4635	0.2956	0.462	274
B061927	ENSG00000048471	FSM	274	B061927	2329	72.47	0.5766	0.5109	0.619	274
B061929	ENSG00000141002	FSM	274	B061929	1446	59.39	0.4453	0.0803	0.471	274
B061937	ENSG00000158411	FSM	274	B076978	3173	84.35	0.8394	0.6350	0.643	274
B061938	ENSG00000174827	FSM	274	B061938	11116	80.26	0.7956	0.4599	0.496	274
B061944	ENSG00000176095	FSM	274	B061944	5828	66.95	0.5657	0.2737	0.6	274
B061947	ENSG00000144741	FSM	274	B065995	10835	79.90	0.8613	0.0511	0.748	274
B061948	ENSG00000109680	FSM	274	B061948	640	69.00	0.5839	0.1934	0.438	274
B061949	ENSG00000049860	FSM	274	B061949	11967	80.78	0.7847	0.5182	0.7	274
B061959	ENSG00000263001	FSM	274	B061959	1885	74.96	0.5876	0.4964	0.395	274
B061960	ENSG00000168255	FSM	274	B069805	1355	77.78	0.6533	0.5547	0.602	274
B061965	ENSG00000158828	FSM	274	B070891	1975	87.82	0.8905	0.6569	0.872	274
B061966	ENSG00000117308	FSM	274	B069696	16947	94.54	0.9745	0.8869	0.9	274
B061974	ENSG00000180998	FSM	274	B066192	1001	44.37	0.0000	0.0000	0.263	274
B061975	ENSG00000012963	FSM	274	B063868	7787	71.40	0.6350	0.4307	0.52	274
B061979	ENSG00000240038	FSM	274	B061979	7024	94.85	0.9745	0.9088	0.893	274
B061989	ENSG00000291307	NIC	274	B061989	2737	81.20	0.7993	0.5000	0.721	274
B061990	ENSG00000103264	NIC	274	B061990	2073	79.64	0.7226	0.6022	0.731	274
B061994	ENSG00000198265	NIC	274	B061994	3857	75.36	0.6642	0.2664	0.593	274
B061998	ENSG00000213337	NIC	274	B061998	7660	70.78	0.5620	0.2810	0.467	274
B061999	ENSG00000116874	NIC	274	B061999	12474	82.94	0.8577	0.5547	0.711	274
B062006	ENSG00000143344	NIC	274	B049231	5759	66.96	0.5547	0.3431	0.35	274
B062016	ENSG00000162819	NIC	274	B064369	890	91.50	0.9708	0.7372	0.883	274
B062018	ENSG00000105963	NIC	274	B067581	6649	90.26	0.9416	0.6861	0.849	274
B062019	ENSG00000132434	NIC	274	B072972	3717	86.80	0.8285	0.7445	0.846	274
B062029	ENSG00000151151	NIC	274	B069809	2909	70.76	0.5693	0.5511	0.632	274
B062037	ENSG00000214530	NIC	274	B062037	11559	68.83	0.5657	0.2774	0.704	274
B062045	ENSG00000072864	NIC	274	B064876	2978	71.18	0.5365	0.4818	0.361	274
B062053	ENSG00000135929	NIC	274	B062053	7611	78.37	0.7701	0.5730	0.695	274
B062057	ENSG00000164077	NIC	274	B062057	2998	86.16	0.9818	0.2664	0.798	274
B062058	ENSG00000159733	NIC	274	B062058	9148	47.42	0.0876	0.0000	0.231	274
B062059	ENSG00000173085	NIC	274	B062059	13545	76.09	0.7153	0.4891	0.688	274
B062062	ENSG00000170085	NIC	274	B065171	762	78.02	0.7591	0.4197	0.729	274
B062076	ENSG00000182934	NNC	274	B068188	2117	61.31	0.3759	0.0255	0.445	274
B062115	ENSG00000138757	NNC	274	B062115	10000	62.74	0.3832	0.2336	0.346	274
B062127	ENSG00000147130	NNC	274	B062127	81	49.04	0.0255	0.0000	0.141	274
B062150	ENSG00000169683	NNC	274	B074209	510	85.89	0.8066	0.7263	0.403	274
B062192	ENSG00000123191	FSM	273	B062192	19649	69.82	0.6886	0.0220	0.377	273
B062196	ENSG00000005339	FSM	273	B062196	1148	49.11	0.0659	0.0183	0.166	273
B062208	ENSG00000126261	FSM	273	B065152	1495	66.13	0.4652	0.2894	0.458	273
B062224	ENSG00000136936	FSM	273	B065287	3289	76.02	0.6923	0.3590	0.481	273
B062225	ENSG00000136877	FSM	273	B062225	15968	75.88	0.6886	0.5238	0.746	273
B062227	ENSG00000119929	FSM	273	B069484	15591	89.56	0.8828	0.7619	0.851	273
B062245	ENSG00000108423	NIC	273	B062245	7620	86.73	0.8571	0.6740	0.859	273
B062250	ENSG00000099326	NIC	273	B062250	7482	59.53	0.3187	0.2381	0.427	273
B062254	ENSG00000115392	NIC	273	B074057	7889	88.68	0.9121	0.7289	0.828	273
B062259	ENSG00000184381	NIC	273	B075940	2949	88.29	0.8645	0.6813	0.837	273
B062263	ENSG00000163689	NIC	273	B062263	810	56.02	0.1245	0.0513	0.227	273
B062275	ENSG00000106331	NIC	273	B064680	13592	72.44	0.6154	0.3553	0.414	273
B062281	ENSG00000106692	NIC	273	B062281	4961	90.66	0.9597	0.7253	0.828	273
B062286	ENSG00000148516	NIC	273	B062805	17960	54.08	0.3223	0.0183	0.24	273
B062288	ENSG00000176986	NIC	273	B063613	3741	61.67	0.3480	0.2527	0.385	273
B062294	ENSG00000028203	NIC	273	B062294	521	61.53	0.3480	0.0549	0.239	273
B062311	ENSG00000087206	NIC	273	B062311	1199	61.83	0.2821	0.1795	0.247	273
B062321	ENSG00000196954	NNC	273	B049197	5807	83.02	0.8205	0.6996	0.789	273
B062324	ENSG00000127337	NNC	273	B062324	5491	82.98	0.7656	0.5531	0.664	273
B062337	ENSG00000006042	NNC	273	B062337	537	49.87	0.0879	0.0000	0.297	273
B062338	ENSG00000068079	NNC	273	B065522	1861	70.11	0.6264	0.1941	0.428	273
B062351	ENSG00000198951	NNC	273	B062351	18296	68.15	0.5714	0.3736	0.669	273
B062354	ENSG00000113595	NNC	273	B062354	17525	69.50	0.5934	0.4725	0.63	273
B062371	ENSG00000198157	NNC	273	B060015	1469	52.90	0.0073	0.0000	0.12	273
B062375	ENSG00000122882	NNC	273	B064474	2048	67.69	0.5751	0.0110	0.425	273
B062376	ENSG00000117305	NNC	273	B062376	16467	85.55	0.8168	0.7436	0.802	273
B062380	ENSG00000137656	NNC	273	B062380	3696	75.00	0.6777	0.3370	0.434	273
B062381	ENSG00000095139	NNC	273	B062381	3242	77.10	0.6703	0.5201	0.583	273
B062384	ENSG00000150990	NNC	273	B062384	4892	94.07	0.9853	0.8755	0.819	273
B062402	ENSG00000119778	NNC	273	B062402	1497	50.19	0.0586	0.0000	0.233	273
B062404	ENSG00000254806	NNC	273	B068549	2030	51.68	0.1648	0.0000	0.303	273
B062406	ENSG00000143443	NNC	273	B062406	1951	50.57	0.1245	0.0000	0.288	273
B062410	ENSG00000183762	NNC	273	B062410	7992	81.26	0.7546	0.6850	0.733	273
B062411	ENSG00000184792	NNC	273	B062411	9655	62.19	0.4176	0.1575	0.415	273
B062418	ENSG00000138780	NNC	273	B062418	967	65.18	0.5275	0.1282	0.639	273
B062444	ENSG00000133111	FSM	272	B072503	552	61.74	0.3162	0.1985	0.263	272
B062446	ENSG00000100532	FSM	272	B075388	9383	81.23	0.7978	0.5809	0.697	272
B062447	ENSG00000032219	FSM	272	B054685	2107	73.41	0.5956	0.3309	0.443	272
B062454	ENSG00000167085	FSM	272	B062454	7939	87.73	0.9301	0.5882	0.619	272
B062455	ENSG00000177150	FSM	272	B071089	2570	61.30	0.4449	0.0993	0.426	272
B062459	ENSG00000115461	FSM	272	B062459	9213	74.18	0.6324	0.3199	0.553	272
B062465	ENSG00000082701	FSM	272	B066279	16939	88.84	0.9044	0.7390	0.851	272
B062471	ENSG00000146109	FSM	272	B067732	4149	76.17	0.6360	0.4081	0.554	272
B062475	ENSG00000148481	FSM	272	B062475	3652	91.82	0.9743	0.7537	0.855	272
B062481	ENSG00000129824	FSM	272	B074830	6175	89.73	0.9449	0.7243	0.815	272
B062489	ENSG00000243660	FSM	272	B070278	10456	41.10	0.1875	0.0000	0.352	272
B062501	ENSG00000151575	NIC	272	B062501	31962	67.69	0.5991	0.0495	0.615	1090
B062502	ENSG00000128915	NIC	272	B075673	8415	71.36	0.7031	0.1452	0.612	1088
B062507	ENSG00000185324	NIC	272	B062507	2223	88.01	0.9278	0.6623	0.807	1081
B062516	ENSG00000142530	NIC	272	B077302	17774	87.32	0.9498	0.5070	0.798	1075
B062534	ENSG00000123552	NIC	272	B077031	4765	63.07	0.5056	0.3883	0.626	1074
B062540	ENSG00000105856	NIC	272	B062540	28508	77.30	0.7449	0.3734	0.585	1074
B062546	ENSG00000095574	NIC	272	B066661	17635	76.19	0.7753	0.2397	0.611	1068
B062548	ENSG00000149476	NIC	272	B070135	3179	78.77	0.7594	0.5602	0.79	1064
B062549	ENSG00000168014	NIC	272	B072946	15130	53.76	0.3703	0.2594	0.507	1064
B062561	ENSG00000100226	NIC	272	B062561	4080	68.04	0.6808	0.0019	0.499	1062
B062563	ENSG00000153767	NIC	272	B062563	6007	60.31	0.4706	0.2590	0.374	1054
B062565	ENSG00000121210	NIC	272	B072529	12839	83.19	0.8532	0.4722	0.621	1042
B062569	ENSG00000105983	NIC	272	B062569	7290	73.44	0.6583	0.5691	0.722	1042
B062577	ENSG00000126106	NNC	272	B069432	3453	82.54	0.8720	0.3301	0.792	1039
B062583	ENSG00000090470	NNC	272	B062583	7196	55.05	0.3699	0.2601	0.484	1038
B062585	ENSG00000103227	NNC	272	B062585	10496	57.49	0.4109	0.0930	0.442	1032
B062625	ENSG00000185420	NNC	272	B071458	304	39.98	0.0592	0.0301	0.327	1030
B062639	ENSG00000142949	NNC	272	B063193	16488	54.23	0.3745	0.1637	0.433	1020
B062641	ENSG00000162378	NNC	272	B064422	8065	61.77	0.4562	0.3038	0.596	1017
B062642	ENSG00000187097	NNC	272	B065864	586	81.95	0.8289	0.3314	0.699	1017
B062647	ENSG00000094804	NNC	272	B062647	1655	67.84	0.6493	0.1241	0.434	1015
B062654	ENSG00000004838	NNC	272	B062654	2300	76.52	0.7751	0.3432	0.381	1014
B062666	ENSG00000090054	NNC	272	B062666	19798	81.81	0.8865	0.1846	0.683	1013
B062672	ENSG00000119969	NNC	272	B075664	1353	79.13	0.7680	0.5913	0.767	1013
B062675	ENSG00000187778	FSM	271	B062675	8893	43.86	0.1315	0.0667	0.324	1004
B062685	ENSG00000141699	FSM	271	B070674	1214	59.79	0.3210	0.0000	0.188	271
B062686	ENSG00000159111	FSM	271	B076344	12987	77.17	0.7491	0.3432	0.531	271
B062688	ENSG00000215421	FSM	271	B075807	18744	68.04	0.5129	0.0000	0.353	271
B062690	ENSG00000130734	FSM	271	B062690	3887	70.51	0.5867	0.4022	0.653	271
B062691	ENSG00000125744	FSM	271	B062691	3554	55.87	0.0664	0.0000	0.289	271
B062694	ENSG00000144445	FSM	271	B069476	1656	64.09	0.4096	0.1919	0.302	271
B062697	ENSG00000125818	FSM	271	B077070	1590	75.80	0.5572	0.4649	0.568	271
B062699	ENSG00000143363	FSM	271	B062699	1776	80.26	0.7159	0.5683	0.671	271
B062702	ENSG00000093010	FSM	271	B062702	10567	92.28	0.9446	0.7675	0.86	271
B062703	ENSG00000176444	FSM	271	B056095	13133	92.93	0.9446	0.9004	0.892	271
B062704	ENSG00000248487	FSM	271	B076909	5514	86.88	0.8339	0.7306	0.756	271
B062708	ENSG00000114867	FSM	271	B079924	3403	90.12	0.9225	0.7491	0.613	271
B062727	ENSG00000160539	FSM	271	B071931	4063	78.37	0.7232	0.5424	0.687	271
B062730	ENSG00000133135	FSM	271	B066120	18406	70.16	0.5756	0.4280	0.441	271
B062738	ENSG00000189409	FSM	271	B062738	12698	86.94	0.9410	0.4908	0.789	271
B062741	ENSG00000139218	NIC	271	B070900	2973	59.98	0.2804	0.1661	0.34	271
B062746	ENSG00000173846	NIC	271	B062746	3318	80.40	0.7565	0.6384	0.772	271
B062750	ENSG00000126814	NIC	271	B062750	3721	69.51	0.6384	0.1661	0.614	271
B062752	ENSG00000100591	NIC	271	B072068	7936	79.53	0.7380	0.4539	0.554	271
B062764	ENSG00000108474	NIC	271	B062764	5092	63.42	0.5830	0.0959	0.585	271
B062774	ENSG00000100997	NIC	271	B074401	8584	84.62	0.8081	0.6310	0.857	271
B062779	ENSG00000100206	NIC	271	B070216	8862	80.30	0.8118	0.3210	0.765	271
B062782	ENSG00000114302	NIC	271	B072471	12753	76.73	0.6568	0.4686	0.565	271
B062788	ENSG00000145740	NIC	271	B062788	9924	56.18	0.1476	0.0000	0.441	271
B062789	ENSG00000197822	NIC	271	B062789	2072	69.01	0.4760	0.4096	0.443	271
B062791	ENSG00000164209	NIC	271	B067576	2950	66.62	0.5166	0.0295	0.674	271
B062800	ENSG00000136925	NIC	271	B062800	3638	71.21	0.5978	0.3210	0.594	271
B062808	ENSG00000158006	NIC	271	B062808	5647	89.10	0.8893	0.7343	0.877	271
B062817	ENSG00000135437	NIC	271	B062817	9829	84.66	0.8413	0.6089	0.842	271
B062842	ENSG00000173950	NIC	271	B065052	1389	72.90	0.6052	0.3690	0.604	271
B062846	ENSG00000152795	NIC	271	B070069	18528	65.01	0.5535	0.2103	0.377	271
B062857	ENSG00000174669	NIC	271	B062857	3225	56.34	0.3358	0.0517	0.38	271
B062873	ENSG00000087903	NNC	271	B071888	3001	53.60	0.2620	0.0517	0.366	271
B062880	ENSG00000185946	NNC	271	B062880	7253	67.35	0.4982	0.1808	0.343	271
B062882	ENSG00000179943	NNC	271	B062882	8914	58.84	0.4280	0.0074	0.306	271
B062885	ENSG00000163214	NNC	271	B062885	7255	91.32	0.9631	0.7601	0.876	271
B062887	ENSG00000153234	NNC	271	B071941	2648	86.33	0.8192	0.7011	0.818	271
B062890	ENSG00000101255	NNC	271	B062890	2923	76.34	0.6974	0.5904	0.688	271
B062909	ENSG00000127980	NNC	271	B062909	769	52.91	0.2177	0.0258	0.226	271
B062917	ENSG00000198728	NNC	271	B063491	1240	78.44	0.6790	0.5498	0.686	271
B062947	ENSG00000117262	NNC	271	B062947	1602	74.17	0.6753	0.1476	0.522	271
B062957	ENSG00000151466	NNC	271	B067158	637	84.39	0.8118	0.6052	0.358	271
B062960	ENSG00000235109	NNC	271	B062960	8031	60.03	0.3284	0.2731	0.422	271
B062963	ENSG00000159363	NNC	271	B062963	4414	82.15	0.8192	0.3801	0.775	271
B062971	ENSG00000162144	NNC	271	B062971	11773	77.68	0.6790	0.6125	0.679	271
B062974	ENSG00000172273	FSM	270	B062974	11553	66.68	0.5741	0.2630	0.517	270
B062977	ENSG00000123415	FSM	270	B062977	4149	91.83	0.9074	0.8593	0.866	270
B062981	ENSG00000136146	FSM	270	B068843	990	70.47	0.5852	0.3852	0.411	270
B063002	ENSG00000204386	FSM	270	B069196	7866	84.75	0.8259	0.6074	0.757	270
B063006	ENSG00000106565	FSM	270	B066219	400	60.45	0.3259	0.0000	0.491	270
B063010	ENSG00000078114	FSM	270	B069088	20339	70.14	0.5333	0.3667	0.283	270
B063012	ENSG00000138279	FSM	270	B063012	12135	70.82	0.5593	0.5074	0.532	270
B063014	ENSG00000119915	FSM	270	B065342	6220	85.50	0.9037	0.4704	0.818	270
B063015	ENSG00000107902	FSM	270	B069374	10825	95.42	0.9852	0.9222	0.91	270
B063027	ENSG00000079150	FSM	270	B076353	20615	77.79	0.7222	0.4630	0.617	270
B063029	ENSG00000121022	FSM	270	B048192	5938	85.79	0.8630	0.5444	0.819	270
B063031	ENSG00000189409	NIC	270	B067742	13765	62.54	0.5296	0.0333	0.681	270
B063041	ENSG00000187097	NIC	270	B063041	8278	81.42	0.7778	0.5778	0.727	270
B063042	ENSG00000119689	NIC	270	B071179	22059	89.74	0.8667	0.8111	0.806	270
B063056	ENSG00000151694	NIC	270	B063056	1902	69.99	0.5593	0.2889	0.725	270
B063062	ENSG00000215440	NIC	270	B067310	8907	63.37	0.5815	0.1444	0.646	270
B063065	ENSG00000250151	NIC	270	B063065	3149	76.56	0.7074	0.3963	0.643	270
B063069	ENSG00000143324	NIC	270	B063069	7745	75.92	0.7111	0.2296	0.541	270
B063076	ENSG00000171843	NIC	270	B063076	1279	58.01	0.1815	0.1259	0.265	270
B063077	ENSG00000081377	NIC	270	B063077	11455	83.53	0.7778	0.6407	0.785	270
B063081	ENSG00000130821	NIC	270	B075904	11976	75.89	0.7333	0.1000	0.64	270
B063082	ENSG00000156110	NIC	270	B063082	6186	95.00	1.0000	0.8667	0.918	270
B063084	ENSG00000175104	NIC	270	B063084	2806	88.42	0.8778	0.7333	0.714	270
B063089	ENSG00000135677	NIC	270	B068361	2733	74.54	0.6519	0.4481	0.676	270
B063091	ENSG00000120693	NIC	270	B063091	4379	89.40	0.9074	0.8111	0.618	270
B063094	ENSG00000185347	NIC	270	B063811	814	74.84	0.6667	0.2185	0.46	270
B063100	ENSG00000159202	NIC	270	B055308	13414	65.60	0.5148	0.2667	0.604	270
B063109	ENSG00000172888	NIC	270	B063109	17431	65.31	0.6037	0.0407	0.377	270
B063115	ENSG00000162769	NIC	270	B063115	3836	47.86	0.0000	0.0000	0.316	270
B063124	ENSG00000171862	NIC	270	B063124	2918	76.48	0.6667	0.5593	0.708	270
B063129	ENSG00000111615	NNC	270	B063129	4819	80.80	0.7630	0.4222	0.515	270
B063130	ENSG00000139323	NNC	270	B076505	20772	82.09	0.7481	0.6889	0.773	270
B063131	ENSG00000139318	NNC	270	B066705	11469	75.07	0.5963	0.5148	0.596	270
B063133	ENSG00000135127	NNC	270	B063133	1711	78.64	0.7000	0.4481	0.335	270
B063136	ENSG00000100532	NNC	270	B075388	9379	74.85	0.7148	0.3963	0.62	270
B063156	ENSG00000100150	NNC	270	B063156	18682	62.73	0.5296	0.0519	0.533	270
B063166	ENSG00000124733	NNC	270	B063166	484	48.34	0.0815	0.0000	0.183	270
B063169	ENSG00000189367	NNC	270	B065608	1019	51.13	0.0333	0.0000	0.152	270
B063175	ENSG00000176623	NNC	270	B063175	3682	90.96	0.9222	0.7593	0.826	270
B063189	ENSG00000030066	NNC	270	B076881	900	83.19	0.8370	0.4185	0.767	270
B063199	ENSG00000103035	NNC	270	B067444	4237	81.39	0.7481	0.3963	0.689	270
B063200	ENSG00000099864	NNC	270	B063200	2278	61.19	0.3222	0.1407	0.218	270
B063207	ENSG00000143079	NNC	270	B075404	2294	80.61	0.7259	0.5815	0.383	270
B063222	ENSG00000118482	NNC	270	B063222	389	56.81	0.0889	0.0000	0.18	270
B063226	ENSG00000187609	NNC	270	B074985	2061	74.14	0.6778	0.3519	0.676	270
B063228	ENSG00000108239	NNC	270	B063228	8969	85.89	0.8370	0.6741	0.833	270
B063230	ENSG00000121774	NNC	270	B063230	4690	63.14	0.3296	0.2407	0.304	270
B063247	ENSG00000130005	FSM	269	B074565	2695	70.22	0.6357	0.4238	0.698	269
B063254	ENSG00000066422	FSM	269	B063254	10821	56.92	0.3866	0.0000	0.387	269
B063256	ENSG00000197965	FSM	269	B071698	3119	74.66	0.6208	0.4647	0.554	269
B063258	ENSG00000121897	FSM	269	B053095	15586	76.07	0.6580	0.5093	0.622	269
B063259	ENSG00000145332	FSM	269	B067041	19688	92.84	0.9442	0.8587	0.893	269
B063264	ENSG00000136636	FSM	269	B071056	1042	52.86	0.1710	0.0855	0.271	269
B063273	ENSG00000148672	FSM	269	B070577	19031	90.65	0.9554	0.6691	0.808	269
B063309	ENSG00000138050	NIC	269	B063309	7839	78.00	0.7435	0.5390	0.722	269
B063310	ENSG00000115282	NIC	269	B063310	851	66.59	0.4498	0.2714	0.272	269
B063316	ENSG00000099991	NIC	269	B063316	1340	88.47	0.8625	0.7323	0.805	269
B063320	ENSG00000183624	NIC	269	B063320	8494	72.65	0.6134	0.3532	0.754	269
B063321	ENSG00000163945	NIC	269	B063321	1746	80.12	0.7435	0.5167	0.575	269
B063328	ENSG00000145982	NIC	269	B077330	13857	87.58	0.9331	0.6320	0.705	269
B063333	ENSG00000133612	NIC	269	B078123	13087	80.64	0.7323	0.6840	0.748	269
B063341	ENSG00000160404	NIC	269	B065749	3953	75.38	0.7026	0.4312	0.727	269
B063346	ENSG00000077713	NIC	269	B066800	9697	59.21	0.1970	0.0000	0.497	269
B063362	ENSG00000121289	NIC	269	B063362	782	87.61	0.8662	0.6617	0.38	269
B063365	ENSG00000082898	NIC	269	B063578	2740	83.59	0.7770	0.5353	0.779	269
B063370	ENSG00000100991	NIC	269	B063370	740	87.51	0.8848	0.7026	0.858	269
B063374	ENSG00000163820	NIC	269	B063374	952	88.22	0.8625	0.7323	0.426	269
